sample	genome	completeness	contamination	d	p	c	o	f	g	s	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	completeness_model_used	translation_table_used	coding_density	contig_n50	average_gene_length	genome_size	gc_content	total_coding_sequences	total_contigs	max_contig_length	additional_notes
WM23	WM23_S18_016	95.79	4.16	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__	NA	NA	NA	NA	NA	GCA_016234625.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter sp016234625	88.14	0.333	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030678995.1, s__Caulobacter sp030678995, 95.0, 86.98, 0.264; GCA_947479185.1, s__Caulobacter sp947479185, 95.0, 86.85, 0.243; GCA_021741355.1, s__Caulobacter sp021741355, 95.0, 86.35, 0.269; GCA_903858185.1, s__Caulobacter sp903858185, 95.0, 86.11, 0.233; GCA_030645575.1, s__Caulobacter sp030645575, 95.0, 86.1, 0.257	84.47	11	0.98405	NA	Neural Network (Specific Model)	11	0.893	13694	283.0066914498141	3830452	0.68	4035	371	69693	None
WM23	WM23_S18_017	94.01	7.83	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_024707075.1, s__Afipia sp024707075, 95.0, 85.94, 0.274; GCF_000314675.2, s__Afipia broomeae, 95.0, 85.52, 0.238; GCA_017474385.1, s__Afipia sp017474385, 95.0, 85.33, 0.234; GCF_021502575.1, s__Afipia sp021502575, 95.0, 84.81, 0.268; GCF_000497575.1, s__Afipia sp000497575, 95.0, 84.44, 0.219; GCF_001006325.2, s__Afipia massiliensis_A, 95.0, 84.42, 0.243; GCF_014203115.1, s__Afipia massiliensis, 95.0, 84.11, 0.206; GCA_030652315.1, s__Afipia sp030652315, 95.0, 84.04, 0.214; GCF_000308295.2, s__Afipia birgiae, 95.0, 83.91, 0.207; GCF_000336555.1, s__Afipia clevelandensis, 95.0, 83.43, 0.157; GCA_017308575.1, s__Afipia sp001897905, 95.0, 82.42, 0.163	80.32	11	0.98538	NA	Neural Network (Specific Model)	11	0.868	32625	287.7094644167278	5408304	0.61	5452	247	130268	None
WM23	WM23_S18_018	91.18	4.3	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__S36-B12	f__CAIYMF01	g__WLRQ01	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__CAIYMF01;g__WLRQ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	81.57	11	0.91611	NA	Gradient Boost (General Model)	11	0.9	12318	286.238472286912	4090576	0.71	4294	457	58635	None
WM23	WM23_S18_019	88.37	5.36	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Afipia	s__Afipia broomeae	GCF_000314675.2	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	97.94	0.883	GCF_000314675.2	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia broomeae	97.94	0.883	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000497575.1, s__Afipia sp000497575, 95.0, 90.39, 0.603; GCA_017474385.1, s__Afipia sp017474385, 95.0, 89.32, 0.443; GCF_014203115.1, s__Afipia massiliensis, 95.0, 85.64, 0.27; GCF_000308295.2, s__Afipia birgiae, 95.0, 85.61, 0.273; GCF_001006325.2, s__Afipia massiliensis_A, 95.0, 85.38, 0.28; GCA_030652315.1, s__Afipia sp030652315, 95.0, 85.31, 0.241; GCF_000336555.1, s__Afipia clevelandensis, 95.0, 85.14, 0.233; GCA_024508675.1, s__Afipia sp024508675, 95.0, 84.57, 0.215; GCA_024707075.1, s__Afipia sp024707075, 95.0, 84.24, 0.187; GCF_021502575.1, s__Afipia sp021502575, 95.0, 84.01, 0.184; GCA_017308595.1, s__Afipia sp017308595, 95.0, 83.97, 0.168	79.4	11	NA	NA	Neural Network (Specific Model)	11	0.882	15908	286.54395731848757	4195045	0.62	4311	383	54278	None
WM23	WM23_S18_020	92.1	4.11	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__B-17B0	f__B-17BO	g__UBA2475	s__	NA	NA	NA	NA	NA	GCA_013816615.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__UBA2475 sp013816615	85.03	0.211	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016787705.1, s__UBA2475 sp016787705, 95.0, 84.38, 0.207	78.51	11	0.98981	NA	Neural Network (Specific Model)	11	0.925	11755	324.0138400702988	4777050	0.34	4552	526	46213	None
WM23	WM23_S18_021	84.8	2.24	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus sp903920435	GCA_903920435.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	97.96	0.849	GCA_903920435.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__Rhodoglobus sp903920435	97.96	0.849	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001725325.1, s__Rhodoglobus sp001725325, 95.0, 87.12, 0.334; GCA_025463515.1, s__Rhodoglobus sp025463515, 95.0, 86.01, 0.233	80.91	11	NA	NA	Neural Network (Specific Model)	11	0.938	10757	278.154131054131	3113219	0.69	3510	353	37997	None
WM23	WM23_S18_022	93.95	6.02	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__	NA	NA	NA	NA	NA	GCA_029946075.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp029946075	91.92	0.516	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_023101085.1, s__Bradyrhizobium sp023101085, 95.0, 85.13, 0.205; GCF_030413175.1, s__Bradyrhizobium sp030413175, 95.0, 85.02, 0.207; GCA_902826195.1, s__Bradyrhizobium sp902826195, 95.0, 84.98, 0.151; GCF_018596315.1, s__Bradyrhizobium sp018596315, 95.0, 84.74, 0.203; GCF_900099825.1, s__Bradyrhizobium ottawaense_A, 95.0, 84.71, 0.172; GCF_018130385.1, s__Bradyrhizobium sp018130385, 95.0, 84.7, 0.202; GCF_900103365.1, s__Bradyrhizobium sp900103365, 95.0, 84.66, 0.17; GCF_005937885.2, s__Bradyrhizobium sp005937885, 95.0, 84.61, 0.17; GCF_023073415.1, s__Bradyrhizobium sp023073415, 95.0, 84.59, 0.19; GCF_023100945.1, s__Bradyrhizobium sp023100945, 95.0, 84.58, 0.191; GCF_009930815.1, s__Bradyrhizobium sp009930815, 95.0, 84.58, 0.185; GCF_001440475.1, s__Bradyrhizobium lablabi, 95.0, 84.58, 0.183; GCF_003062295.1, s__Bradyrhizobium algeriense, 95.0, 84.52, 0.202; GCF_001440395.1, s__Bradyrhizobium jicamae, 95.0, 84.52, 0.188; GCF_001693515.2, s__Bradyrhizobium paxllaeri, 95.0, 84.5, 0.186; GCA_023422775.1, s__Bradyrhizobium sp023422775, 95.0, 84.44, 0.183; GCA_023387735.1, s__Bradyrhizobium sp023387735, 95.0, 84.36, 0.19; GCF_018131075.1, s__Bradyrhizobium sp018131075, 95.0, 84.35, 0.151; GCF_018130065.1, s__Bradyrhizobium sp018130065, 95.0, 84.28, 0.158; GCF_018131065.1, s__Bradyrhizobium sp018131065, 95.0, 84.21, 0.153; GCF_029714305.1, s__Bradyrhizobium sp029714305, 95.0, 84.18, 0.166; GCF_018398895.1, s__Bradyrhizobium sp018398895, 95.0, 84.11, 0.152; GCF_029051645.1, s__Bradyrhizobium sp029051645, 95.0, 84.07, 0.168; GCF_001440405.1, s__Bradyrhizobium valentinum, 95.0, 84.03, 0.162; GCF_013114825.1, s__Bradyrhizobium australiense, 95.0, 83.96, 0.15; GCA_017305715.1, s__Bradyrhizobium sp017305715, 95.0, 83.94, 0.151; GCF_001693385.1, s__Bradyrhizobium icense, 95.0, 83.85, 0.169; GCF_013114835.1, s__Bradyrhizobium archetypum, 95.0, 83.78, 0.154; GCF_001440415.1, s__Bradyrhizobium retamae, 95.0, 83.74, 0.153; GCF_001693485.1, s__Bradyrhizobium sp001693485, 95.0, 83.72, 0.157; GCF_000472965.1, s__Bradyrhizobium murdochi, 95.0, 83.63, 0.16; GCF_022844465.1, s__Bradyrhizobium sp022844465, 95.0, 83.57, 0.166	78.55	11	0.99727	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Neural Network (Specific Model)	11	0.868	18977	286.63804554079695	6258102	0.63	6324	494	103692	None
WM23	WM23_S18_023	93.54	1.1	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__	NA	NA	NA	NA	NA	GCA_030693575.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas sp030693575	92.56	0.575	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_030285985.1, s__Brevundimonas sp030285985, 95.0, 91.29, 0.585; GCF_937982535.1, s__Brevundimonas sp002343425, 95.0, 89.91, 0.474; GCF_030160755.1, s__Brevundimonas denitrificans, 95.0, 89.69, 0.46; GCA_006515835.1, s__Brevundimonas sp006515835, 95.0, 89.68, 0.415; GCF_002483305.1, s__Brevundimonas sp002483305, 95.0, 89.47, 0.363; GCF_004296955.1, s__Brevundimonas sp004296955, 95.0, 88.98, 0.38; GCA_030856285.1, s__Brevundimonas sp030856285, 95.0, 88.68, 0.305; GCA_018826515.1, s__Brevundimonas sp018826515, 95.0, 88.58, 0.384; GCA_019746095.1, s__Brevundimonas sp019746095, 95.0, 88.1, 0.31; GCF_030682035.1, s__Brevundimonas sp030682035, 95.0, 88.05, 0.303; GCF_030704825.1, s__Brevundimonas sp030704825, 95.0, 87.84, 0.274; GCF_027487935.1, s__Brevundimonas sp027487935, 95.0, 87.57, 0.297; GCF_001427825.1, s__Brevundimonas sp001427825, 95.0, 87.4, 0.259; GCA_947501315.1, s__Brevundimonas sp947501315, 95.0, 87.1, 0.258; GCF_029946145.1, s__Brevundimonas sp029946145, 95.0, 86.74, 0.226	75.73	11	0.99693	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Neural Network (Specific Model)	11	0.903	8852	269.3717870257038	2919753	0.68	3268	400	36353	None
WM23	WM23_S18_024	87.37	0.5	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	74.36	11	0.98714	NA	Gradient Boost (General Model)	11	0.888	11533	339.5014094432699	6506019	0.61	5676	704	57683	None
WM23	WM23_S18_025	78.67	1.69	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	73.15	11	0.97424	NA	Neural Network (Specific Model)	11	0.933	7018	272.86264501160093	1887699	0.47	2155	321	22371	None
WM23	WM23_S18_026	85.65	3.2	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Tabrizicola	s__	NA	NA	NA	NA	NA	GCA_947504705.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__Tabrizicola sp947504705	86.48	0.279	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963205235.1, s__Tabrizicola sp963205235, 95.0, 86.22, 0.302	73.19	11	0.99309	NA	Neural Network (Specific Model)	11	0.899	8277	271.91607142857146	3041481	0.64	3360	429	33504	None
WM23	WM23_S18_027	79.16	3.09	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__JACPVY01	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JACPVY01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	NA	67.81	11	0.96262	NA	Gradient Boost (General Model)	11	0.873	5600	285.42519958347793	5638192	0.51	5762	1080	23336	None
WM23	WM23_S18_028	100	0.04	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9973	f__UBA2100	g__UBA10103	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	70.55	11	0.94711	NA	Gradient Boost (General Model)	11	0.917	211302	275.1188959660297	846160	0.53	942	13	240523	None
WM23	WM23_S18_029	77.33	3.73	d__Bacteria	p__Bacteroidota	c__Kapaibacteriia	o__Kapaibacteriales	f__Kapaibacteriaceae	g__Kapaibacterium	s__	NA	NA	NA	NA	NA	GCA_018266735.1	95	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__Kapaibacteriaceae;g__Kapaibacterium;s__Kapaibacterium sp018266735	89.79	0.5	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__Kapaibacteriaceae;g__Kapaibacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	NA	68.98	11	0.9956	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Gradient Boost (General Model)	11	0.946	6805	315.3881739130435	2867349	0.55	2875	480	25274	None
WM23	WM23_S18_030	90.88	5.25	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__	NA	NA	NA	NA	NA	GCF_016185115.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp016185115	87.58	0.438	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	NA	69.93	11	0.99451	NA	Gradient Boost (General Model)	11	0.901	20745	297.7191824568874	4646155	0.6	4697	352	77838	None
WM23	WM23_S18_031	86.19	5.99	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polaromonas	s__	NA	NA	NA	NA	NA	GCF_016185115.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp016185115	88.15	0.448	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	NA	69.22	11	0.99253	NA	Gradient Boost (General Model)	11	0.908	24713	299.2974828375286	4745176	0.6	4807	292	121689	None
WM23	WM23_S18_032	99.98	0.02	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9973	f__UBA2100	g__UBA10103	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA2100;g__UBA10103;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	68.86	11	0.98499	NA	Gradient Boost (General Model)	11	0.902	315423	293.3789836347976	1130295	0.54	1161	7	323214	None
WM23	WM23_S18_033	79.12	1.33	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__LMDS01	s__	NA	NA	NA	NA	NA	GCA_025359585.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__LMDS01 sp025359585	88.82	0.294	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	NA	65.28	11	0.99003	NA	Gradient Boost (General Model)	11	0.926	5940	271.03148345784416	3285134	0.67	3748	607	27857	None
WM23	WM23_S18_034	73.92	2.82	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	62.64	11	0.98738	NA	Neural Network (Specific Model)	11	0.907	6603	274.3345099103991	3333730	0.64	3683	563	28500	None
WM23	WM23_S18_035	61.26	1.77	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rickettsiales	f__Rickettsiaceae	g__GCA-2402195	s__GCA-2402195 sp945865485	GCA_945865485.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__GCA-2402195 sp945865485	97.48	0.794	GCA_945865485.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__GCA-2402195 sp945865485	97.48	0.794	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	NA	60.99	11	NA	NA	Neural Network (Specific Model)	11	0.873	4718	268.52294372294375	1064378	0.35	1155	233	17938	None
WM23	WM23_S18_036	72.72	1.91	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__	NA	NA	NA	NA	NA	GCA_030157685.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp030157685	88.54	0.222	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016715365.1, s__Ferruginibacter sp016715365, 95.0, 87.75, 0.243; GCA_016710935.1, s__Ferruginibacter sp016710935, 95.0, 86.86, 0.185	60.66	11	0.99307	NA	Gradient Boost (General Model)	11	0.896	5720	289.3884869455804	3074997	0.39	3179	591	26436	None
WM23	WM23_S18_037	65.88	1.11	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__GCA-2737725	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__GCA-2737725;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	57.34	11	0.94993	NA	Gradient Boost (General Model)	11	0.901	5885	259.42481962481963	2988155	0.6	3465	560	42773	None
WM23	WM23_S18_038	73.16	4.6	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_013004105.1, s__Gemmatimonas groenlandica, 95.0, 89.5, 0.449; GCA_947461225.1, s__Gemmatimonas sp947461225, 95.0, 87.53, 0.191; GCA_945870175.1, s__Gemmatimonas phototrophica_A, 95.0, 86.96, 0.172; GCA_002737115.1, s__Gemmatimonas sp002737115, 95.0, 86.56, 0.159	55.75	11	0.97981	NA	Neural Network (Specific Model)	11	0.919	5939	287.0573810691515	3815361	0.65	4078	706	41612	None
WM23	WM23_S18_039	68.86	0.12	d__Bacteria	p__Spirochaetota	c__Leptospirae	o__Leptospirales	f__Leptospiraceae	g__Leptospira_A	s__	NA	NA	NA	NA	NA	GCF_000332455.1	95	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__Leptospira_A vanthielii	91.11	0.552	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_016918735.1, s__Leptospira_A abararensis, 95.0, 91.06, 0.567; GCF_000332515.2, s__Leptospira_A wolbachii, 95.0, 89.76, 0.449; GCF_000332495.1, s__Leptospira_A terpstrae, 95.0, 89.11, 0.398; GCF_016919165.1, s__Leptospira_A chreensis, 95.0, 88.82, 0.328; GCF_004769575.1, s__Leptospira_A perdikensis, 95.0, 88.02, 0.277; GCF_004770265.1, s__Leptospira_A congkakensis, 95.0, 87.79, 0.233; GCF_004769235.1, s__Leptospira_A kanakyensis, 95.0, 87.75, 0.211; GCF_004770905.1, s__Leptospira_A bandrabouensis, 95.0, 87.69, 0.212; GCF_004770145.1, s__Leptospira_A bourretii, 95.0, 87.56, 0.213; GCF_004770475.1, s__Leptospira_A mtsangambouensis, 95.0, 87.42, 0.195; GCF_002812125.1, s__Leptospira_A brenneri, 95.0, 87.42, 0.194; GCF_004770045.1, s__Leptospira_A montravelensis, 95.0, 87.41, 0.21; GCF_004770765.1, s__Leptospira_A noumeaensis, 95.0, 87.41, 0.202; GCF_004368965.1, s__Leptospira_A meyeri, 95.0, 87.34, 0.203; GCF_002811945.1, s__Leptospira_A harrisiae, 95.0, 87.12, 0.19; GCF_026151655.1, s__Leptospira_A sp026151655, 95.0, 87.1, 0.195	49.29	11	0.99806	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	Neural Network (Specific Model)	11	0.932	5230	280.01894865525674	2939660	0.39	3272	612	21263	None
WM24	WM24_S19_001	100	2.2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__LD1	g__Bog-950	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	98.67	11	0.94136	NA	Gradient Boost (General Model)	11	0.913	63348	344.21335113484645	4229961	0.4	3745	126	127005	None
WM24	WM24_S19_002	100	0.3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	96.94	11	0.97634	NA	Gradient Boost (General Model)	11	0.892	288139	358.36582914572864	5991147	0.4	4975	67	706364	None
WM24	WM24_S19_003	100	0.03	d__Bacteria	p__Bacteroidota	c__Kapaibacteriia	o__Kapaibacteriales	f__UBA2268	g__JAPLFM01	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__JAPLFM01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	NA	97.2	11	0.85953	NA	Gradient Boost (General Model)	11	0.91	83318	354.95306611853374	3411242	0.34	2919	80	216962	None
WM24	WM24_S19_004	99.96	0.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__NS11-12g	f__UKL13-3	g__UKL13-3	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UKL13-3;g__UKL13-3;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	95.01	11	0.97055	NA	Neural Network (Specific Model)	11	0.916	239427	360.36810906935386	3976381	0.42	3374	42	510651	None
WM24	WM24_S19_005	99.05	2.57	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__LD1	g__Bog-950	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	94.66	11	0.95366	NA	Gradient Boost (General Model)	11	0.907	54921	365.1218592964824	5759598	0.43	4776	192	176111	None
WM24	WM24_S19_006	100	3.18	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	NA	93.62	11	0.98388	NA	Gradient Boost (General Model)	11	0.896	189753	339.76930935839806	5559406	0.45	4894	52	615152	None
