Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
WM13_S8_MAGScoT_cleanbin_000002	100.0	2.84	Neural Network (Specific Model)	11	0.916	260612	371.7717128260285	4523315	0.4	3719	35	476214	None
WM13_S8_MAGScoT_cleanbin_000003	99.85	0.21	Neural Network (Specific Model)	11	0.915	100658	358.35748078060317	3966804	0.42	3382	68	446400	None
WM13_S8_MAGScoT_cleanbin_000004	100.0	1.25	Neural Network (Specific Model)	11	0.911	87839	320.01951219512193	4096255	0.64	3895	83	248706	None
WM13_S8_MAGScoT_cleanbin_000005	99.9	0.13	Neural Network (Specific Model)	11	0.855	73169	294.9685819416926	3647085	0.53	3533	85	218108	None
WM13_S8_MAGScoT_cleanbin_000006	100.0	1.34	Gradient Boost (General Model)	11	0.912	78208	345.0219544846051	4231553	0.4	3735	109	156200	None
WM13_S8_MAGScoT_cleanbin_000007	100.0	1.8	Gradient Boost (General Model)	11	0.887	72944	323.8364014727069	6828190	0.5	6247	157	329912	None
WM13_S8_MAGScoT_cleanbin_000008	100.0	2.1	Gradient Boost (General Model)	11	0.936	419873	350.55384615384617	3428573	0.37	3055	35	538084	None
WM13_S8_MAGScoT_cleanbin_000009	94.71	1.13	Gradient Boost (General Model)	11	0.903	14218	280.9402552204176	3212855	0.64	3448	317	55300	None
WM13_S8_MAGScoT_cleanbin_000010	95.81	2.25	Gradient Boost (General Model)	11	0.918	24997	317.5858335213174	4596930	0.43	4433	272	90303	None
WM13_S8_MAGScoT_cleanbin_000011	99.81	3.17	Gradient Boost (General Model)	11	0.908	28360	358.43669838642944	5719819	0.43	4834	327	99555	None
WM13_S8_MAGScoT_cleanbin_000012	98.14	3.72	Gradient Boost (General Model)	11	0.895	75348	335.36220629231383	5637463	0.45	5022	134	241402	None
WM13_S8_MAGScoT_cleanbin_000013	98.79	0.46	Gradient Boost (General Model)	11	0.915	63904	348.68899657924743	4005549	0.36	3508	107	201337	None
WM13_S8_MAGScoT_cleanbin_000014	94.51	2.23	Gradient Boost (General Model)	11	0.9	22054	298.1139534883721	4267674	0.71	4300	278	67745	None
WM13_S8_MAGScoT_cleanbin_000015	96.82	5.56	Gradient Boost (General Model)	11	0.904	15580	293.4989318314236	5005104	0.69	5149	429	65784	None
WM13_S8_MAGScoT_cleanbin_000016	100.0	3.09	Gradient Boost (General Model)	11	0.914	23126	301.57970798569727	6631865	0.66	6712	409	118853	None
WM13_S8_MAGScoT_cleanbin_000017	99.22	1.36	Gradient Boost (General Model)	11	0.892	48241	328.69398454746135	4000863	0.39	3624	164	151053	None
WM13_S8_MAGScoT_cleanbin_000018	98.23	4.36	Gradient Boost (General Model)	11	0.908	20593	294.14939406602593	4644517	0.6	4786	320	147743	None
WM13_S8_MAGScoT_cleanbin_000019	96.29	1.15	Gradient Boost (General Model)	11	0.951	61826	347.33100363433044	3909892	0.66	3577	107	165860	None
WM13_S8_MAGScoT_cleanbin_000020	91.9	1.08	Gradient Boost (General Model)	11	0.926	9470	321.271702367531	4611668	0.34	4435	573	49555	None
WM13_S8_MAGScoT_cleanbin_000021	95.08	4.12	Neural Network (Specific Model)	11	0.915	14052	308.71495705720304	6237655	0.66	6171	616	69058	None
WM13_S8_MAGScoT_cleanbin_000022	99.61	2.61	Neural Network (Specific Model)	11	0.893	534365	358.34266720386785	5966717	0.4	4964	53	1408550	None
WM13_S8_MAGScoT_cleanbin_000023	85.97	3.79	Gradient Boost (General Model)	11	0.945	7222	318.2485856905158	3025639	0.55	3005	469	35018	None
WM13_S8_MAGScoT_cleanbin_000024	88.9	1.76	Gradient Boost (General Model)	11	0.892	22184	324.471187427241	3743952	0.45	3436	254	66410	None
WM13_S8_MAGScoT_cleanbin_000025	91.36	6.79	Gradient Boost (General Model)	11	0.883	7247	260.8629120879121	3218388	0.58	3640	515	35993	None
WM13_S8_MAGScoT_cleanbin_000026	94.5	0.29	Gradient Boost (General Model)	11	0.894	42585	310.63009636767976	1403466	0.4	1349	53	141366	None
WM13_S8_MAGScoT_cleanbin_000027	86.01	0.46	Neural Network (Specific Model)	11	0.898	8973	233.00483759502418	1123472	0.31	1447	149	45014	None
WM13_S8_MAGScoT_cleanbin_000028	92.7	5.04	Neural Network (Specific Model)	11	0.917	13564	341.2874145353254	4403221	0.36	3949	414	88278	None
WM13_S8_MAGScoT_cleanbin_000029	89.62	2.23	Neural Network (Specific Model)	11	0.88	10928	329.0123116798963	6915510	0.6	6173	805	49553	None
WM13_S8_MAGScoT_cleanbin_000030	83.17	3.01	Gradient Boost (General Model)	11	0.897	6039	264.62301101591186	3611400	0.69	4085	640	22987	None
WM13_S8_MAGScoT_cleanbin_000031	99.71	0.02	Gradient Boost (General Model)	11	0.901	312694	293.33616298811546	1147643	0.54	1178	9	372497	None
WM13_S8_MAGScoT_cleanbin_000032	79.41	0.07	Gradient Boost (General Model)	11	0.931	6886	295.3440366972477	3312098	0.66	3488	555	23386	None
WM13_S8_MAGScoT_cleanbin_000033	81.36	1.32	Gradient Boost (General Model)	11	0.898	7232	266.6841090608648	3227689	0.6	3631	521	38463	None
WM13_S8_MAGScoT_cleanbin_000034	68.58	1.46	Gradient Boost (General Model)	11	0.899	4400	277.7439393939394	3663250	0.66	3960	835	27551	None
WM13_S8_MAGScoT_cleanbin_000035	77.5	5.03	Neural Network (Specific Model)	11	0.946	8560	271.6357446808511	1009449	0.42	1175	143	34655	None
WM13_S8_MAGScoT_cleanbin_000036	79.0	1.95	Gradient Boost (General Model)	11	0.927	4952	267.6698042168675	2293799	0.66	2656	488	23847	None
WM13_S8_MAGScoT_cleanbin_000037	95.49	0.59	Gradient Boost (General Model)	11	0.911	12977	274.1834451901566	805431	0.45	894	83	37133	None
WM13_S8_MAGScoT_cleanbin_000038	73.6	0.72	Gradient Boost (General Model)	11	0.922	8470	325.66295884315906	2854906	0.42	2697	420	47154	None
WM13_S8_MAGScoT_cleanbin_000039	83.75	3.65	Neural Network (Specific Model)	11	0.866	7560	261.5267060069602	5976538	0.63	6609	919	41329	None
WM13_S8_MAGScoT_cleanbin_000040	66.05	0.63	Neural Network (Specific Model)	11	0.913	5416	293.3418556701031	2333415	0.39	2425	457	23089	None
WM13_S8_MAGScoT_cleanbin_000041	82.64	16.42	Neural Network (Specific Model)	11	0.948	5075	262.28873873873874	1837715	0.46	2220	378	23677	None
WM13_S8_MAGScoT_cleanbin_000042	58.45	0.88	Gradient Boost (General Model)	11	0.934	4320	255.45234493192135	2707368	0.67	3305	635	20348	None
WM14_S9_MAGScoT_cleanbin_000001	99.92	0.14	Neural Network (Specific Model)	11	0.916	145416	359.8296851574213	3924581	0.42	3335	50	324950	None
WM14_S9_MAGScoT_cleanbin_000002	100.0	0.9	Neural Network (Specific Model)	11	0.91	87872	320.43119503362647	4075915	0.65	3866	87	280541	None
WM14_S9_MAGScoT_cleanbin_000003	100.0	2.19	Gradient Boost (General Model)	11	0.911	74889	342.3424729765357	4267938	0.4	3793	111	228257	None
WM14_S9_MAGScoT_cleanbin_000004	99.71	0.7	Neural Network (Specific Model)	11	0.894	49008	350.45213675213677	4121922	0.37	3510	131	188001	None
WM14_S9_MAGScoT_cleanbin_000005	100.0	2.43	Gradient Boost (General Model)	11	0.917	319678	378.1746251441753	5358760	0.39	4335	27	858355	None
WM14_S9_MAGScoT_cleanbin_000006	100.0	0.09	Gradient Boost (General Model)	11	0.945	123631	350.65828804347825	3273780	0.36	2944	55	426408	None
WM14_S9_MAGScoT_cleanbin_000007	100.0	3.99	Gradient Boost (General Model)	11	0.91	143614	314.0844385499558	4678112	0.6	4524	61	267970	None
WM14_S9_MAGScoT_cleanbin_000008	97.96	0.1	Gradient Boost (General Model)	11	0.867	12998	348.76329679252945	2967402	0.41	2463	277	45640	None
WM14_S9_MAGScoT_cleanbin_000009	99.99	0.99	Neural Network (Specific Model)	11	0.907	122536	307.51616	3172007	0.55	3125	55	316696	None
WM14_S9_MAGScoT_cleanbin_000010	99.39	0.89	Neural Network (Specific Model)	11	0.902	56513	307.23034734917735	4462826	0.7	4376	127	158747	None
WM14_S9_MAGScoT_cleanbin_000011	99.95	8.46	Gradient Boost (General Model)	11	0.891	457129	356.0632815460402	6318084	0.41	5278	61	1033509	None
WM14_S9_MAGScoT_cleanbin_000012	100.0	2.27	Gradient Boost (General Model)	11	0.913	52016	309.2349269183922	6664710	0.66	6568	207	148976	None
WM14_S9_MAGScoT_cleanbin_000013	100.0	4.3	Neural Network (Specific Model)	11	0.863	87890	300.3031377182618	7936037	0.63	7617	148	277796	None
WM14_S9_MAGScoT_cleanbin_000014	100.0	1.46	Gradient Boost (General Model)	11	0.912	15004	356.7074829931973	3273972	0.33	2793	317	56412	None
WM14_S9_MAGScoT_cleanbin_000015	99.77	2.09	Gradient Boost (General Model)	11	0.887	13083	332.17517292951953	5997948	0.41	5349	603	95435	None
WM14_S9_MAGScoT_cleanbin_000016	94.84	1.57	Neural Network (Specific Model)	11	0.894	148972	340.88694165419963	5346286	0.45	4679	66	447778	None
WM14_S9_MAGScoT_cleanbin_000017	99.05	1.79	Gradient Boost (General Model)	11	0.895	18248	319.9460361613352	3850259	0.39	3595	317	57899	None
WM14_S9_MAGScoT_cleanbin_000018	96.86	3.9	Gradient Boost (General Model)	11	0.916	24201	350.96403440187646	4404456	0.4	3837	275	102592	None
WM14_S9_MAGScoT_cleanbin_000019	100.0	1.13	Gradient Boost (General Model)	11	0.904	20305	289.91290032924275	3208632	0.64	3341	244	75935	None
WM14_S9_MAGScoT_cleanbin_000020	95.74	1.84	Gradient Boost (General Model)	11	0.949	18041	328.1531049250535	3865487	0.66	3736	303	80345	None
WM14_S9_MAGScoT_cleanbin_000021	94.04	1.88	Neural Network (Specific Model)	11	0.914	11689	312.4127138413686	5262958	0.65	5144	554	62384	None
WM14_S9_MAGScoT_cleanbin_000022	86.13	5.28	Neural Network (Specific Model)	11	0.877	13808	278.1935616157474	4635249	0.61	4877	459	62401	None
WM14_S9_MAGScoT_cleanbin_000023	90.8	2.11	Gradient Boost (General Model)	11	0.919	8949	294.1844119693807	4133411	0.71	4311	548	39261	None
WM14_S9_MAGScoT_cleanbin_000024	97.12	4.69	Gradient Boost (General Model)	11	0.931	8674	284.4463458828267	4545906	0.67	4967	633	41428	None
WM14_S9_MAGScoT_cleanbin_000025	84.08	3.64	Gradient Boost (General Model)	11	0.917	7530	314.4879500148765	3451162	0.36	3361	543	31592	None
WM14_S9_MAGScoT_cleanbin_000026	85.42	1.1	Gradient Boost (General Model)	11	0.926	11028	286.02486678507995	2600989	0.63	2815	294	55028	None
WM14_S9_MAGScoT_cleanbin_000027	77.94	0.01	Neural Network (Specific Model)	11	0.904	6845	233.7394366197183	988181	0.31	1278	161	21229	None
WM14_S9_MAGScoT_cleanbin_000028	92.04	2.52	Gradient Boost (General Model)	11	0.879	15406	279.318339100346	2198185	0.53	2312	223	274868	None
WM14_S9_MAGScoT_cleanbin_000029	83.04	1.82	Gradient Boost (General Model)	11	0.926	6258	273.85827814569535	2673130	0.66	3020	482	27282	None
WM14_S9_MAGScoT_cleanbin_000030	86.17	3.71	Gradient Boost (General Model)	11	0.897	7590	278.15358592692826	4117708	0.66	4434	633	38054	None
WM14_S9_MAGScoT_cleanbin_000031	98.53	0.43	Gradient Boost (General Model)	11	0.915	110183	276.6109358569926	861130	0.53	951	10	170464	None
WM14_S9_MAGScoT_cleanbin_000032	99.98	0.02	Gradient Boost (General Model)	11	0.902	326632	293.6560344827586	1131225	0.54	1160	8	487785	None
WM14_S9_MAGScoT_cleanbin_000033	68.83	1.53	Gradient Boost (General Model)	11	0.915	5828	303.50527260489116	4423953	0.6	4457	829	26847	None
WM14_S9_MAGScoT_cleanbin_000034	68.41	0.3	Gradient Boost (General Model)	11	0.894	6838	300.0302935665209	3219089	0.45	3202	523	26240	None
WM14_S9_MAGScoT_cleanbin_000035	82.54	8.48	Neural Network (Specific Model)	11	0.945	9095	284.74225122349105	1658456	0.45	1839	214	33071	None
WM14_S9_MAGScoT_cleanbin_000036	66.21	2.12	Neural Network (Specific Model)	11	0.942	5768	262.5557692307692	867690	0.42	1040	162	16957	None
WM14_S9_MAGScoT_cleanbin_000037	59.45	1.04	Neural Network (Specific Model)	11	0.938	6151	268.9985611510791	1192222	0.45	1390	214	25939	None
WM14_S9_MAGScoT_cleanbin_000038	46.43	3.6	Gradient Boost (General Model)	11	0.928	3655	264.3450735621935	1914708	0.66	2243	506	10819	None
WM15_S10_MAGScoT_cleanbin_000001	100.0	0.59	Gradient Boost (General Model)	11	0.917	480004	378.2668357933579	5363075	0.39	4336	26	686462	None
WM15_S10_MAGScoT_cleanbin_000002	100.0	2.79	Neural Network (Specific Model)	11	0.918	264850	371.2754991905019	4493859	0.4	3706	31	774384	None
WM15_S10_MAGScoT_cleanbin_000003	99.75	2.07	Gradient Boost (General Model)	11	0.891	262194	356.61259504776757	6149704	0.41	5129	67	895662	None
WM15_S10_MAGScoT_cleanbin_000004	99.91	1.0	Neural Network (Specific Model)	11	0.916	60005	342.76442460949954	3518248	0.38	3137	90	225656	None
WM15_S10_MAGScoT_cleanbin_000005	99.4	2.46	Gradient Boost (General Model)	11	0.936	36076	323.47350993377484	5004708	0.68	4832	217	117967	None
WM15_S10_MAGScoT_cleanbin_000006	99.97	0.31	Neural Network (Specific Model)	11	0.913	205249	312.8597419781674	3101689	0.55	3023	35	315357	None
WM15_S10_MAGScoT_cleanbin_000007	100.0	2.25	Gradient Boost (General Model)	11	0.907	74889	340.87444298820446	4295611	0.4	3815	115	241388	None
WM15_S10_MAGScoT_cleanbin_000008	100.0	0.08	Gradient Boost (General Model)	11	0.942	49973	349.9822282980178	3257730	0.37	2926	122	156811	None
WM15_S10_MAGScoT_cleanbin_000009	97.21	1.46	Gradient Boost (General Model)	11	0.901	33351	302.8112582781457	4255886	0.71	4228	207	124949	None
WM15_S10_MAGScoT_cleanbin_000010	100.0	0.14	Neural Network (Specific Model)	11	0.911	87758	322.01084369214493	4000462	0.64	3781	75	212358	None
WM15_S10_MAGScoT_cleanbin_000011	100.0	7.76	Neural Network (Specific Model)	11	0.86	108484	299.40065146579803	8639319	0.63	8289	173	472921	None
WM15_S10_MAGScoT_cleanbin_000012	98.93	0.57	Gradient Boost (General Model)	11	0.91	82188	312.9598393574297	4620232	0.6	4482	90	210752	None
WM15_S10_MAGScoT_cleanbin_000013	97.16	0.05	Gradient Boost (General Model)	11	0.884	43948	321.98195523069893	4771902	0.57	4378	182	157631	None
WM15_S10_MAGScoT_cleanbin_000014	98.84	3.21	Gradient Boost (General Model)	11	0.913	26204	300.9407696933253	6566649	0.65	6652	388	123234	None
WM15_S10_MAGScoT_cleanbin_000015	92.62	6.1	Neural Network (Specific Model)	11	0.879	17566	283.27959798994976	4800907	0.62	4975	402	102757	None
WM15_S10_MAGScoT_cleanbin_000016	92.3	3.04	Gradient Boost (General Model)	11	0.869	20444	318.1025745811197	5360525	0.48	4894	391	83407	None
WM15_S10_MAGScoT_cleanbin_000017	97.89	2.86	Gradient Boost (General Model)	11	0.921	13051	305.6076380995681	4373702	0.71	4399	432	68738	None
WM15_S10_MAGScoT_cleanbin_000018	94.87	0.17	Gradient Boost (General Model)	11	0.913	13364	338.0073875083949	3302411	0.34	2978	341	41005	None
WM15_S10_MAGScoT_cleanbin_000019	100.0	2.09	Gradient Boost (General Model)	11	0.896	22478	325.1673338670937	5433792	0.45	4996	336	139209	None
WM15_S10_MAGScoT_cleanbin_000020	92.08	1.57	Neural Network (Specific Model)	11	0.902	12016	286.1362936909211	4324212	0.7	4549	456	51351	None
WM15_S10_MAGScoT_cleanbin_000021	94.38	3.33	Gradient Boost (General Model)	11	0.893	34046	325.8482217866144	3906077	0.39	3571	207	108715	None
WM15_S10_MAGScoT_cleanbin_000022	92.72	2.54	Gradient Boost (General Model)	11	0.915	15059	277.30977643046606	4787547	0.59	5278	455	99739	None
WM15_S10_MAGScoT_cleanbin_000023	95.02	1.23	Gradient Boost (General Model)	11	0.95	36577	342.2980662983425	3902446	0.66	3620	159	117548	None
WM15_S10_MAGScoT_cleanbin_000024	100.0	1.99	Gradient Boost (General Model)	11	0.915	9270	319.2979461961238	3613913	0.42	3457	468	81959	None
WM15_S10_MAGScoT_cleanbin_000025	95.76	4.12	Neural Network (Specific Model)	11	0.916	17031	321.22854349951126	5372270	0.65	5115	427	53100	None
WM15_S10_MAGScoT_cleanbin_000026	99.89	2.84	Gradient Boost (General Model)	11	0.922	31806	341.203125	1983085	0.45	1792	94	118282	None
WM15_S10_MAGScoT_cleanbin_000027	93.65	1.53	Neural Network (Specific Model)	11	0.905	32156	321.8562708102109	1916394	0.43	1802	104	118583	None
WM15_S10_MAGScoT_cleanbin_000028	94.41	0.64	Gradient Boost (General Model)	11	0.932	8175	310.59886547811993	2460694	0.39	2468	352	29686	None
WM15_S10_MAGScoT_cleanbin_000029	83.58	0.82	Gradient Boost (General Model)	11	0.918	8786	291.2237510584251	4487183	0.69	4724	612	40556	None
WM15_S10_MAGScoT_cleanbin_000030	82.35	0.18	Neural Network (Specific Model)	11	0.897	8138	234.48624535315986	1051686	0.31	1345	164	23944	None
WM15_S10_MAGScoT_cleanbin_000031	100.0	0.59	Gradient Boost (General Model)	11	0.917	29058	284.9611650485437	958625	0.46	1030	73	62507	None
WM15_S10_MAGScoT_cleanbin_000032	78.45	4.76	Neural Network (Specific Model)	11	0.889	7089	262.4025895205341	4367951	0.65	4943	699	47122	None
WM15_S10_MAGScoT_cleanbin_000033	90.22	0.82	Neural Network (Specific Model)	11	0.914	13162	323.7302452316076	3115119	0.39	2936	315	39038	None
WM15_S10_MAGScoT_cleanbin_000034	89.05	3.24	Gradient Boost (General Model)	11	0.911	8739	307.2556184316896	6239120	0.55	6185	878	56968	None
WM15_S10_MAGScoT_cleanbin_000035	97.77	4.16	Gradient Boost (General Model)	11	0.901	372497	294.7671691792295	1169712	0.54	1194	6	487760	None
WM15_S10_MAGScoT_cleanbin_000036	91.12	1.03	Gradient Boost (General Model)	11	0.914	311730	276.93531827515403	883418	0.53	974	6	350449	None
WM15_S10_MAGScoT_cleanbin_000037	72.91	3.99	Gradient Boost (General Model)	11	0.915	7542	271.7104062072113	3893718	0.63	4382	598	49299	None
WM15_S10_MAGScoT_cleanbin_000038	72.47	2.64	Gradient Boost (General Model)	11	0.927	5496	268.65905743740797	2356279	0.66	2716	449	40780	None
WM15_S10_MAGScoT_cleanbin_000039	69.56	2.82	Gradient Boost (General Model)	11	0.928	5335	292.13209851414615	4632775	0.59	4913	914	21698	None
WM15_S10_MAGScoT_cleanbin_000040	69.6	2.73	Neural Network (Specific Model)	11	0.946	6171	266.72037037037035	911603	0.42	1080	162	30533	None
WM15_S10_MAGScoT_cleanbin_000041	59.39	1.69	Gradient Boost (General Model)	11	0.914	5451	318.80724710619023	4154618	0.43	3974	816	24422	None
WM15_S10_MAGScoT_cleanbin_000042	71.2	0.82	Gradient Boost (General Model)	11	0.926	5640	312.2694384449244	3741897	0.34	3704	725	27193	None
WM15_S10_MAGScoT_cleanbin_000043	52.74	0.52	Neural Network (Specific Model)	11	0.942	5522	253.4868035190616	549379	0.3	682	110	16684	None
WM15_S10_MAGScoT_cleanbin_000044	60.72	0.61	Gradient Boost (General Model)	11	0.893	5607	292.5515740120563	2929213	0.45	2986	554	27325	None
WM16_S11_MAGScoT_cleanbin_000001	100.0	2.2	Gradient Boost (General Model)	11	0.913	76803	345.7478632478632	4248732	0.4	3744	115	180266	None
WM16_S11_MAGScoT_cleanbin_000002	100.0	1.55	Gradient Boost (General Model)	11	0.908	98920	373.7911758406511	5759291	0.43	4669	111	491426	None
WM16_S11_MAGScoT_cleanbin_000003	98.22	0.7	Neural Network (Specific Model)	11	0.915	46049	347.93197854925205	4035379	0.36	3543	148	116768	None
WM16_S11_MAGScoT_cleanbin_000004	99.93	0.2	Neural Network (Specific Model)	11	0.913	218090	359.3606364172068	3999533	0.42	3394	56	456134	None
WM16_S11_MAGScoT_cleanbin_000005	99.99	0.94	Neural Network (Specific Model)	11	0.911	83989	321.8835797254488	4006597	0.64	3788	81	262242	None
WM16_S11_MAGScoT_cleanbin_000006	99.98	1.93	Neural Network (Specific Model)	11	0.917	85363	367.4419415392867	4477157	0.4	3729	85	276765	None
WM16_S11_MAGScoT_cleanbin_000007	100.0	1.86	Gradient Boost (General Model)	11	0.909	177595	315.58252427184465	4713480	0.6	4532	43	347552	None
WM16_S11_MAGScoT_cleanbin_000008	100.0	1.18	Gradient Boost (General Model)	11	0.89	124902	334.67025862068965	4182716	0.39	3712	90	273499	None
WM16_S11_MAGScoT_cleanbin_000009	99.75	1.09	Gradient Boost (General Model)	11	0.895	94886	336.7937828371278	5147784	0.45	4568	83	205280	None
WM16_S11_MAGScoT_cleanbin_000010	100.0	1.7	Neural Network (Specific Model)	11	0.917	77648	335.5463970969414	6344499	0.66	5787	144	188348	None
WM16_S11_MAGScoT_cleanbin_000011	97.07	2.79	Gradient Boost (General Model)	11	0.902	40397	306.84659090909093	4305792	0.71	4224	158	149160	None
WM16_S11_MAGScoT_cleanbin_000012	99.97	3.82	Neural Network (Specific Model)	11	0.928	152917	349.9266862170088	5009984	0.34	4433	60	383272	None
WM16_S11_MAGScoT_cleanbin_000013	99.65	1.91	Gradient Boost (General Model)	11	0.854	12158	346.4145719489982	3331419	0.42	2745	356	63023	None
WM16_S11_MAGScoT_cleanbin_000014	99.55	9.44	Gradient Boost (General Model)	11	0.896	536386	362.41616301156967	7017110	0.41	5791	61	1130352	None
WM16_S11_MAGScoT_cleanbin_000015	95.69	1.89	Neural Network (Specific Model)	11	0.915	33968	296.82242124768374	3145059	0.56	3238	161	146148	None
WM16_S11_MAGScoT_cleanbin_000016	100.0	4.73	Neural Network (Specific Model)	11	0.88	29829	307.7997042392376	6375757	0.58	6086	318	125588	None
WM16_S11_MAGScoT_cleanbin_000017	97.66	0.61	Gradient Boost (General Model)	11	0.915	478753	373.75418018467684	4904796	0.39	4007	23	1146830	None
WM16_S11_MAGScoT_cleanbin_000018	100.0	1.83	Gradient Boost (General Model)	11	0.914	47268	309.4353428439945	6611412	0.66	6519	218	194318	None
WM16_S11_MAGScoT_cleanbin_000019	99.98	5.69	Neural Network (Specific Model)	11	0.905	65420	308.90683229813664	5101825	0.69	4991	138	437489	None
WM16_S11_MAGScoT_cleanbin_000020	97.55	2.76	Gradient Boost (General Model)	11	0.914	19709	283.9166193987521	4915774	0.59	5289	360	127511	None
WM16_S11_MAGScoT_cleanbin_000021	93.92	1.14	Gradient Boost (General Model)	11	0.946	29590	341.95546558704456	2673935	0.37	2470	149	134268	None
WM16_S11_MAGScoT_cleanbin_000022	93.02	1.53	Neural Network (Specific Model)	11	0.903	50041	305.3322072072072	4495558	0.7	4440	149	173851	None
WM16_S11_MAGScoT_cleanbin_000023	96.19	1.17	Gradient Boost (General Model)	11	0.951	90761	350.50070641424134	3900844	0.66	3539	74	227361	None
WM16_S11_MAGScoT_cleanbin_000024	95.82	2.05	Neural Network (Specific Model)	11	0.938	21701	293.01836734693876	3204466	0.69	3430	214	67882	None
WM16_S11_MAGScoT_cleanbin_000025	91.27	5.2	Neural Network (Specific Model)	11	0.881	12466	280.83004926108373	4265976	0.62	4466	466	81506	None
WM16_S11_MAGScoT_cleanbin_000026	99.04	5.16	Neural Network (Specific Model)	11	0.87	21730	290.61834586466165	6658906	0.63	6650	447	233287	None
WM16_S11_MAGScoT_cleanbin_000027	82.65	2.2	Neural Network (Specific Model)	11	0.945	18490	290.91932773109244	1096945	0.42	1190	95	77444	None
WM16_S11_MAGScoT_cleanbin_000028	86.47	2.96	Neural Network (Specific Model)	11	0.925	7892	333.2976653696498	3329729	0.31	3084	491	32211	None
WM16_S11_MAGScoT_cleanbin_000029	90.63	3.76	Neural Network (Specific Model)	11	0.906	19675	316.0834715312327	1887829	0.43	1809	146	53267	None
WM16_S11_MAGScoT_cleanbin_000030	86.27	0.68	Neural Network (Specific Model)	11	0.931	8206	285.2954196126652	2984963	0.66	3253	448	36408	None
WM16_S11_MAGScoT_cleanbin_000031	92.31	2.1	Gradient Boost (General Model)	11	0.934	9190	308.63410064239827	3693811	0.67	3736	492	59343	None
WM16_S11_MAGScoT_cleanbin_000032	90.7	5.44	Neural Network (Specific Model)	11	0.869	29596	293.9635024275908	6053188	0.62	5973	315	129884	None
WM16_S11_MAGScoT_cleanbin_000033	78.21	0.74	Neural Network (Specific Model)	11	0.903	6475	230.5227091633466	958570	0.32	1255	175	35582	None
WM16_S11_MAGScoT_cleanbin_000034	100.0	0.1	Gradient Boost (General Model)	11	0.914	69170	296.47548460661346	851858	0.45	877	24	238278	None
WM16_S11_MAGScoT_cleanbin_000035	82.6	1.3	Neural Network (Specific Model)	11	0.931	8191	291.6780678851175	3587678	0.39	3830	528	23764	None
WM16_S11_MAGScoT_cleanbin_000036	74.36	0.11	Neural Network (Specific Model)	11	0.874	5612	244.6021962451293	2364965	0.58	2823	462	33093	None
WM16_S11_MAGScoT_cleanbin_000037	84.68	3.74	Neural Network (Specific Model)	11	0.921	8730	341.41027732463294	4083553	0.36	3678	574	38529	None
WM16_S11_MAGScoT_cleanbin_000038	100.0	0.06	Gradient Boost (General Model)	11	0.918	835197	277.18398268398266	835197	0.53	924	1	835197	None
WM16_S11_MAGScoT_cleanbin_000039	98.65	0.05	Gradient Boost (General Model)	11	0.901	326637	296.7237163814181	1209499	0.55	1227	6	564410	None
WM16_S11_MAGScoT_cleanbin_000040	76.48	2.71	Gradient Boost (General Model)	11	0.948	7313	323.765448958689	2991978	0.55	2929	469	40703	None
WM16_S11_MAGScoT_cleanbin_000041	69.39	1.79	Neural Network (Specific Model)	11	0.921	5405	286.57915885346904	3478700	0.65	3733	695	27486	None
WM16_S11_MAGScoT_cleanbin_000042	58.32	0.02	Gradient Boost (General Model)	11	0.907	3916	263.77636664826065	1575898	0.61	1811	391	20255	None
WM16_S11_MAGScoT_cleanbin_000043	95.0	2.82	Gradient Boost (General Model)	11	0.904	8867	249.71066368381804	1108710	0.52	1341	147	40379	None
WM16_S11_MAGScoT_cleanbin_000044	63.74	3.34	Gradient Boost (General Model)	11	0.891	5715	317.25474175663845	3656286	0.65	3427	680	30113	None
WM16_S11_MAGScoT_cleanbin_000045	56.51	0.18	Neural Network (Specific Model)	11	0.902	4583	251.98573692551506	2109902	0.64	2524	476	14083	None
WM16_S11_MAGScoT_cleanbin_000046	65.05	3.68	Neural Network (Specific Model)	11	0.942	4855	271.2944410507025	1410142	0.45	1637	298	23314	None
WM17_S12_MAGScoT_cleanbin_000001	100.0	0.51	Gradient Boost (General Model)	11	0.916	246511	377.7172140694153	5303688	0.39	4293	48	578799	None
WM17_S12_MAGScoT_cleanbin_000002	99.79	0.66	Gradient Boost (General Model)	11	0.892	342161	358.686797752809	6004772	0.4	4984	62	637787	None
WM17_S12_MAGScoT_cleanbin_000003	99.91	0.16	Neural Network (Specific Model)	11	0.916	221220	361.6886622675465	3944150	0.42	3334	30	510618	None
WM17_S12_MAGScoT_cleanbin_000004	100.0	3.73	Gradient Boost (General Model)	11	0.896	162978	340.5200729927007	5613630	0.45	4932	54	508838	None
WM17_S12_MAGScoT_cleanbin_000005	100.0	1.77	Neural Network (Specific Model)	11	0.927	70717	359.6778036778037	4490419	0.34	3861	95	251132	None
WM17_S12_MAGScoT_cleanbin_000006	100.0	2.2	Gradient Boost (General Model)	11	0.913	80914	345.4498529018454	4237685	0.4	3739	113	189666	None
WM17_S12_MAGScoT_cleanbin_000007	99.79	0.07	Gradient Boost (General Model)	11	0.91	99247	360.15355285961874	3421284	0.34	2885	57	513355	None
